year,office,program,program_name
2017,3303,1,Dirección y Administración Institucional
2017,3303,2,Coordinación y Administración Región Occidental
2017,3303,3,Coordinación y Administración Región Oriental
2017,3303,4,Atención Ambulatoria de Salud
2017,3303,5,Atención Hospitalaria de Salud
2017,3303,6,Atención Hospitalaria Policlínico Roma
2017,3303,7,Atención Hospitalaria Amatepec
2017,3303,8,Atención Hospitalaria Médico Quirúrgico y Oncológico
2017,3303,9,Atención Hospitalaria Materno Infantil 1º de Mayo
2017,3303,10,Atención Hospitalaria General
2017,3303,11,Prestaciones Económicas
2017,3303,12,Preinversión
2017,3303,13,Desarrollo de la Infraestructura
2017,3303,14,Inversión Financiera
2017,3303,15,Unidad de Pensiones
2017,3304,0,"Unidad Pres. N/A, Inst."
2017,3304,1,Dirección y Administración
2017,3304,2,Rehabilitación a Beneficiarios
2017,3304,3,Gestión de Créditos
2017,4100,0,"Unidad Pres. N/A, Inst."
2017,4100,1,Dirección y Administración Institucional
2017,4100,2,Política Comercial y Administración de Tratados
2017,4100,3,"Comercio, Inversión y Productividad"
2017,4100,4,Hidrocarburos y Minas
2017,4100,5,Vigilancia de las Obligaciones Mercantiles
2017,4100,6,Estadística y Censos
2017,4100,7,Apoyo a Instituciones Adscritas
2017,4100,8,Apoyo a Otras Entidades
2017,4100,9,Programa Territorios de Progreso
2017,4100,10,Programa de Apoyo al Desarrollo Productivo para la Inserción Internacional
2017,4100,11,Programa de Corredores Productivos
2017,4100,81,Comercialización de Productos y Servicios de Estadisticas y Censos
2017,4101,0,"Unidad Pres. N/A, Inst."
2017,4101,1,Ferias y Exposiciones
2017,4103,0,"Unidad Pres. N/A, Inst."
2017,4103,1,Regulación y Vigilancia del Ejercicio de la Profesión de Contaduría
2017,4109,0,"Unidad Pres. N/A, Inst."
2017,4109,1,Regulación y Supervisión de Actividades de Electricidad y Telecomunicaciones
2017,4112,0,"Unidad Pres. N/A, Inst."
2017,4112,1,Dirección y Administración Institucional
2017,4112,2,Gestión Administrativa y Operativa de Puerto CORSAIN
2017,4114,0,"Unidad Pres. N/A, Inst."
2017,4114,1,Dirección y Administración Institucional
2017,4114,2,Servicios de Registro de la Propiedad Raíz e Hipotecas
2017,4114,3,Servicios del Registro de Comercio
2017,4114,4,"Servicios Cartográficos, Geográficos y Catastrales"
2017,4114,5,Modernización del Registro Inmobiliario y del Catastro
2017,4114,6,Servicios de la Deuda
2017,4114,7,Servicios de Registro de la Propiedad Intelectual
2017,4114,8,Servicios del Registro de Garantias Mobiliarias
2017,4116,0,"Unidad Pres. N/A, Inst."
2017,4116,1,Dirección y Administración Institucional
2017,4116,2,Servicios Técnicos y Legales
2017,4117,0,"Unidad Pres. N/A, Inst."
2017,4117,1,Eficiencia Económica de los Mercados
2017,4118,0,"Unidad Pres. N/A, Inst."
2017,4118,1,Dirección y Administración Institucional
2017,4118,2,Gestión Operativa Institucional
2017,4119,0,"Unidad Pres. N/A, Inst."
2017,4119,1,Política Energética Nacional
2017,4120,0,"Unidad Pres. N/A, Inst."
2017,4120,1,Dirección y Administración Institucional
2017,4120,2,Apoyo al Desarrollo del Sistema Nacional de Calidad
2017,4121,0,"Unidad Pres. N/A, Inst."
2017,4121,1,Fortalecimiento Cooperativo
2017,4154,0,"Unidad Pres. N/A, Inst."
2017,4154,1,Dirección y Administración
2017,4154,2,Areas Técnicas
2017,4200,0,"Unidad Pres. N/A, Inst."
2017,4200,1,Dirección y Administración Institucional
2017,4200,2,Economía Agropecuaria
2017,4200,3,Sanidad Vegetal
2017,4200,4,"Ordenamiento Forestal, Cuencas y Riego"
2017,4200,5,Desarrollo de la Pesca y la Acuicultura
2017,4200,6,Presupuesto a Instituciones Adscritas
2017,4200,7,Desarrollo Rural
2017,4200,8,Desarrollo Ganadero
2017,4200,9,Programa Ciudad Mujer
2017,4200,10,Programa Territorios de Progreso
2017,4200,11,Plan de Agricultura Familiar y Emprendedurismo Rural
2017,4200,12,Apoyo a Otras Entidades
2017,4200,81,FAE Dirección General de Sanidad Vegetal y Animal
2017,4200,82,"FAE Dirección General de Ordenamiento Forestal, Cuencas y Riego"
2017,4200,83,FAE Programa Nacional del Bambú
2017,4200,84,FAE Centro de Desarrollo de la Pesca y la Acuicultura
2017,4200,85,FAE Oficina General de Comunicaciones
2017,4201,0,"Unidad Pres. N/A, Inst."
2017,4201,1,Dirección y Administración Institucional
2017,4201,2,Seguridad Jurídica Sobre la Transferencia de Tierras en el Sector Agropecuario Reformado
2017,4202,0,"Unidad Pres. N/A, Inst."
2017,4202,1,Dirección y Administración Institucional
2017,4202,2,Investigación y Transferencia Tecnológica
2017,4203,0,"Unidad Pres. N/A, Inst."
2017,4203,1,Dirección y Administración Institucional
2017,4203,2,Enseñanza e Investigación Agropecuaria
2017,4203,41,Proyecto de Inversión
2017,4206,0,"Unidad Pres. N/A, Inst."
2017,4206,1,Dirección y  Administración  Institucional
2017,4206,2,"Servicios de  Exportación, Control de Calidad y Escuela de Café"
2017,4207,1,Gestión del Fondo de Emergencia para el Café
2017,4207,2,Servicio de la Deuda Pública
2017,4300,0,"Unidad Pres. N/A, Inst."
2017,4300,1,Dirección y Administración Institucional
2017,4300,2,Obras Públicas
2017,4300,3,Vivienda y Desarrollo Urbano
2017,4300,4,Transporte
2017,4300,5,Apoyo a Instituciones Adscritas y Otras Entidades
2017,4300,6,Apoyo a Instituciones Adscritas y Otras Entidades relacionadas con el Sector Vivienda
2017,4300,7,Transporte del Futuro para el Área Metropolitana de San Salvador: Sistema Integrado de Transporte del Área Metropolitana (SIT
2017,4300,8,Programa de Desarrollo Social Integral de El Mozote y lugares aledaños - Viceministerio de Vivienda
2017,4300,9,Programa de Desarrollo Social Integral de El Mozote y lugares aledaños - Viceministerio de Obras Públicas
2017,4300,10,Programa de apoyo a Comunidades Solidarias - PACSES
2017,4300,51,Unidad Coordinadora de Proyectos
2017,4300,81,FONDO DE ACTIVIDADES ESPECIALES (FAE)
2017,4301,0,"Unidad Pres. N/A, Inst."
2017,4301,1,Dirección y Administración Institucional
2017,4301,2,Servicio de la Deuda
2017,4301,3,Comercialización
2017,4301,4,"Producción, Distribución y Saneamiento"
2017,4301,5,Inversión
2017,4301,6,Rehabilitación y Reconstrucción de Sistemas de Acueductos y Alcantarillados
2017,4301,7,Programa Territorios de Progreso
2017,4301,8,Apoyo a Otras Entidades
2017,4304,0,"Unidad Pres. N/A, Inst."
2017,4304,1,"Normalización, Regulación y Vigilancia del Transporte Aéreo"
2017,4305,0,"Unidad Pres. N/A, Inst."
2017,4305,1,DIRECCIÓN Y ADMINISTRACIÓN
2017,4305,2,PROGRAMA DE CRÉDITOS
2017,4305,3,SERVICIO DE LA DEUDA
2017,4305,4,INVERSIONES
2017,4305,5,FONDO ESPECIAL DE CONTRIBUCIONES
2017,4306,0,"Unidad Pres. N/A, Inst."
2017,4306,1,Dirección y Administración Institucional
2017,4306,2,Conservación de la Red Vial
2017,4306,3,Servicio a la Deuda
2017,4306,4,Conservación de la Red Vial-Titularización
2017,4306,5,Infraestructura Física
2017,4307,0,"Unidad Pres. N/A, Inst."
2017,4307,1,"Administración, Normalización, Regulación y Vigilancia de la Actividad Marítima Portuaria"
2017,4307,2,Servicios de la Deuda
2017,4307,61,Donación SETEFE
2017,4400,0,"Unidad Pres. N/A, Inst."
2017,4400,1,Dirección y Administración Institucional
2017,4400,2,Manejo Sostenible de los Recursos Naturales
2017,4400,3,Apoyo a Otras Entidades
2017,4400,4,Programas y Proyectos de Medio Ambiente
2017,4400,81,Venta de Productos y Servicios del MARN
2017,4400,82,Venta de Productos y Servicios del Observatorio Ambiental
2017,4401,0,"Unidad Pres. N/A, Inst."
2017,4401,1,Dirección y Administración Institucional
2017,4600,0,"Unidad Pres. N/A, Inst."
2017,4600,1,Dirección y Administración Institucional
2017,4600,2,Apoyo a Instituciones Adscritas
2017,4600,3,Programa de Desarrollo Turistico de la Franja Costero-Marina
2017,4600,4,Apoyo a Otras Entidades
2017,4601,0,"Unidad Pres. N/A, Inst."
2017,4601,1,Dirección y Administración Institucional
2017,4601,2,Administración y  Mantenimiento de Turicentros y Parques
2017,4601,3,Infraestructura Turística
2017,4602,0,"Unidad Pres. N/A, Inst."
2017,4602,1,Desarrollo Turístico Nacional
2018,100,1,Dirección y Administración Institucional
2018,100,2,Legislación
2018,100,3,Infraestructura Física
2018,200,1,Dirección y Administración Institucional
2018,200,2,Control y Auditoría de la Gestión Pública
2018,200,61,Proyectos Prioritarios Diversos para el Desarrollo Económico y Social del País
2018,300,1,Dirección y Administración Institucional
2018,300,2,"Organización, Capacitación, Actualización Electoral y Fortalecimiento Democrático"
2018,300,3,Apoyo a  Entidades Adscritas y a la Gestión Electoral
2018,300,41,"Organización, Desarrollo de Procesos Electorales y Fiscalización Electoral"
2018,300,51,"Organización, Desarrollo de Procesos Electorales y Fiscalización Electoral"
2018,301,1,Dirección y Administración Institucional
2018,301,2,Registro e Identificación de las  Personas Naturales
2018,400,1,Servicio Civil
2018,500,1,Dirección y Administración Institucional
2018,500,2,"Secretaría de Participación Ciudadana, Transparencia y Anticorrupción"
2018,500,3,Secretaría de Gobernabilidad
2018,500,4,Secretaría de Inclusión Social
2018,500,5,Secretaría  Técnica y de Planificación de la Presidencia
2018,500,6,Secretaría de Cultura
2018,500,7,Secretaría de Comunicaciones
2018,500,8,Apoyo a Instituciones Adscritas
2018,500,9,Apoyo a Otras Entidades
2018,500,10,Apoyo a la Política Nacional de la Juventud
2018,500,11,Plan Social SETEPLAN-FOCAP-PAPSES
2018,500,12,Plan Social SIS - FOCAP - PAPSES
2018,500,13,Comunidades Solidarias-SIS-PACSES
2018,500,14,Apoyo al Programa Empleo y Empleabilidad Joven
2018,500,15,Fortalecimiento al Programa de Empleo y Empleabilidad Juvenil - FOCAP - PAPSES
2018,500,81,Fondo de Actividades Especiales
2018,500,82,Fondo de Actividades Especiales Secretaría de Cultura de la Presidencia
2018,501,1,Direccion y Administracion Institucional
2018,501,2,Actividades Deportivas
2018,501,41,Actividad Física y Deportiva
2018,504,1,Dirección y Administración Institucional
2018,504,2,Gestión para el Desarrollo Integral de las Mujeres
2018,504,3,Programa Ciudad Mujer
2018,504,4,Programa Seguimiento a Sentencia Caso El Mozote
2018,504,5,Mejoramiento de la Capacidad Instalada
2018,507,1,Dirección y Administración Institucional
2018,507,2,Clima de Inversiones
2018,507,3,Capital Humano
2018,507,4,Infraestructura Logistica
2018,507,5,Seguimiento y Evaluación
2018,537,1,Dirección y Administración Institucional
2018,537,2,Gestión de Créditos
2018,537,3,Programas y Proyectos a Favor de la Mujer
2018,551,1,"Promoción de Exportaciones, Inversiones, Asocios Público Privados y Marca País"
2018,600,1,Dirección y Administración Institucional
2018,600,2,Gestión Operativa
2018,650,1,Dirección y Administración Institucional
2018,650,2,Gestión Operativa Institucional
2018,700,1,Dirección y Administración Institucional
2018,700,2,Administración del Presupuesto Público
2018,700,3,Servicios Tributarios Internos
2018,700,4,Administración de Aduanas
2018,700,5,Administración del Tesoro
2018,700,6,Contabilidad Gubernamental
2018,700,7,Apelaciones Tributarias y de Aduanas
2018,700,8,Infraestructura Física
2018,700,9,Financiamiento a Gobiernos Municipales
2018,700,10,Financiamiento al Fondo de Inversión Social para el Desarrollo Local
2018,700,11,Financiamiento al Programa de Rehabilitación de Lisiados
2018,700,12,Programa para la Rehabilitación del Sector Agropecuario
2018,700,13,Obligaciones Generales del Estado
2018,700,14,"Programa de Erradicación de la Pobreza, Prevención de la Violencia y Compensación a Víctimas del Conflicto Armado y  Apoyo al"
2018,700,15,Financiamiento de Contrapartidas de Proyectos de Inversión
2018,700,16,Financiamiento al Fondo de Prevención y Mitigación de Desastres
2018,700,17,Financiamiento al Sistema de Pensiones y Fideicomiso de Obligaciones Previsionales
2018,700,18,Provisión para Transferir Recursos al Presupuesto Especial Extraordinario para el Evento Electoral
2018,700,19,Financiamiento al Fondo de Inversión Nacional en Electricidad y Telefonía
2018,700,20,Financiamiento a la Seguridad Ciudadana y Convivencia
2018,700,21,Servicio de la Deuda Pública Interna
2018,700,22,Servicio de la Deuda Pública Externa
2018,700,23,Provisión para Transferir Recursos al Presupuesto Especial Extraordinario para el Evento Electoral
2018,700,63,Financiamiento a la Promoción de la Progresividad del Sistema Tributario de El Salvador
2018,700,81,FAE Finca Rinaldi
2018,700,82,Fondo Especial DGA
2018,701,1,Dirección y Administración Institucional
2018,701,2,Transferencia de Utilidades
2018,701,3,"Comercialización, Comisiones y Premios"
2018,701,4,Adquisición de Productos de Loteria
2018,702,1,Dirección y Administración  Institucional
2018,702,2,Pago de Pensiones y Jubilaciones
2018,703,0,"Unidad Pres. N/A, Inst."
2018,800,1,Dirección y Administración Institucional
2018,800,2,"Servicio Diplomático, Consular y Salvadoreños en el Exterior"
2018,800,3,Administración de Política Internacional
2018,800,4,Administración de Cooperación para el Desarrollo
2018,800,5,Instituto de Formación Diplomática
2018,800,81,FAE Instituto Especializado de Educacion Superior para la Formacion Diplomatica
2018,800,82,Ministerio de Relaciones Exteriores
2018,900,1,Dirección y Administración Institucional
2018,900,2,Gestión Operativa Institucional
2018,900,3,Apoyo a Otras Entidades
2018,900,4,Inversión Institucional
2018,900,51,Mantenimiento de la Paz Interna
2018,900,81,Comando de Apoyo Logístico de la Fuerza Armada
2018,900,82,Hospital Militar Central
2018,900,83,Comando de Ingenieros de la Fuerza Armada
2018,900,84,Hospital Militar Regional de San Miguel
2018,900,85,Fuerza Aérea Salvadoreña
2018,900,86,Fuerza Naval de El Salvador
2018,900,87,Medios de Comunicación y ]Reproducción de la Fuerza Armada
2018,900,89,Recursos del Fondo Especial de Dineros de Medidas Cautelares o de Extinción de
2018,902,1,Dirección y Administración Institucional
2018,902,2,Suministros y Comercialización
2018,902,3,Fondos en Administración
2018,902,4,Proyectos de Inversión
2018,1500,1,Dirección y Administración Institucional
2018,1500,2,Selección y Evaluación de Magistrados y Jueces
2018,1500,3,Escuela de Capacitación Judicial
2018,1600,1,Dirección y Administración Institucional
2018,1600,2,Asuntos Jurídicos
2018,1600,3,Administración de Justicia
2018,1600,4,Infraestructura Física
2018,1600,5,Medicina Legal
2018,1600,81,Fondo de Actividades Especiales de la Corte Suprema de Justicia
2018,1700,1,Dirección y Administración Institucional
2018,1700,2,Defensa de los Intereses de la Sociedad
2018,1700,3,Defensa de los Intereses del Estado
2018,1700,4,Centro de Intervención de las Telecomunicaciones
2018,1700,5,Igualdad Sustantiva y Vida Libre de Violencia para las Mujeres
2018,1700,6,Infraestructura Física
2018,1700,51,Fortalecimiento Institucional
2018,1700,89,FGR-Recursos del Fondo Especial de Dineros de Medidas Cautelares o de Extinción
2018,1800,1,Dirección y Administración Institucional
2018,1800,2,"Asistencia Legal, Preventivo Psico-Social, Mediación y Conciliación"
2018,1800,3,Programa Ciudad Mujer
2018,1800,89,PGR-Recursos del Fondo Especial de Dineros de Medidas Cautelares o de Extinción
2018,1900,1,Dirección y Administración Institucional
2018,1900,2,"Defensa, Protección, Vigilancia y Educación de los Derechos Humanos"
2018,2300,1,Dirección y Administración Institucional
2018,2300,2,Prevención y Atención de Riesgos
2018,2300,3,Desarrollo Territorial
2018,2300,4,Gestión de Servicios
2018,2300,5,Infraestructura
2018,2300,6,Consejo Nacional de Ordenamiento y Desarrollo Territorial
2018,2300,81,Comercialización de Servicios Especiales
2018,2303,1,Dirección y Administración Institucional
2018,2303,2,"Gestión Financiera, Capacitación y  Asistencia Técnica a  Municipalidades"
2018,2303,3,Servicio de la Deuda
2018,2400,1,Dirección y Administración Institucional
2018,2400,2,"Prevención, Participación y Reinserción Social"
2018,2400,3,Justicia e Iniciativas Legislativas
2018,2400,4,Registro y Control Migratorio
2018,2400,5,Seguridad Pública
2018,2400,6,Administración del Sistema Penitenciario
2018,2400,7,Inspectoría General de Seguridad Pública
2018,2400,8,Apoyo a Instituciones Adscritas y otras Entidades
2018,2400,9,Infraestructura Policial
2018,2400,10,Desarrollo del Modelo Penitenciario
2018,2400,11,Desarrollo de la Inversión
2018,2400,51,Fortalecimiento para la Operatividad Policial
2018,2400,52,Fortalecimiento y Operativización de Medidas Extraordinarias para el Sistema Penitenciario
2018,2400,81,Prestación de Servicios del MJSP
2018,2400,82,Prestación de Servicios PNC
2018,2400,89,MJSP-Recursos del Fondo Especial de Dineros de Medidas Cautelares o de Extinción
2018,2401,1,Dirección y Administración Institucional
2018,2401,2,Formación de Miembros para la Seguridad Pública
2018,2402,1,Dirección y Administración Institucional
2018,2402,2,Apoyo Sectorial
2018,2403,1,Administración de Bienes de Origen o Destinación Ilícita
2018,2403,81,"Administración, Conservación y Destinación de Bienes y Valores Cautelados y Extinguidos"
2018,2403,89,CONAB - Recursos del Fondo Especial de Dineros de Medidas Cautelares o de Extinción
2018,3100,1,Dirección y Administración Institucional
2018,3100,2,Gestión Educativa
2018,3100,3,Desarrollo de la Ciencia y la Tecnología
2018,3100,4,Educación de la Primera Infancia
2018,3100,5,Educación Básica
2018,3100,6,Educación Media
2018,3100,7,Apoyo a Instituciones Adscritas y Otras Entidades
2018,3100,8,Programas y Proyectos de Inversión
2018,3100,9,Mejoramiento de la Calidad de la Educación
2018,3100,10,Consejo Nacional de Ciencia y Tecnología
2018,3100,11,Programas de Desarrollo y Protección Social
2018,3100,12,CUMPLIMIENTO DE LA SENTENCIA EL MOZOTE Y LUGARES ALEDAÑOS
2018,3100,13,Programa de Becas
2018,3100,41,Proyectos Agrupacion Operacional
2018,3100,42,Proyectos  Agrupación Operacional 5 NCONACYT
2018,3100,43,Programa de Becas
2018,3105,1,Dirección y Administración Institucional
2018,3105,2,Operaciones de Gestión de Prestaciones
2018,3105,3,Inversión Financiera
2018,3105,4,Inversión Real
2018,3106,1,Dirección y Administración Institucional
2018,3106,2,Atención Integral a la Niñez y Adolescencia
2018,3107,1,Dirección y Administración Institucional
2018,3107,2,Prestación de los Servicios Médico Hospitalarios
2018,3107,3,Inversión
2018,3107,4,Inversión Financiera
2018,3108,1,Dirección y Administración Institucional
2018,3108,2,Garantía y Protección Efectiva de los Derechos de la Niñez y de la Adolescencia
2018,3200,1,Dirección y Administración Institucional
2018,3200,2,Primer Nivel de Atención
2018,3200,3,Programa Ciudad Mujer
2018,3200,4,Programa Atención Integral al Veterano(a) de Guerra
2018,3200,5,Programa Territorios de Progreso
2018,3200,6,Apoyo a Instituciones Adscritas y Otras Entidades
2018,3200,7,Desarrollo de la Inversión
2018,3200,8,"Proyecto Fortalecimiento del Sistema de Salud Pública, Préstamo BIRF No. 8076-SV"
2018,3200,9,Iniciativa Salud Mesoamérica 2015 - El Salvador
2018,3200,10,FOCAP Comunidades Solidarias
2018,3200,81,Comercializaciòn de Productos y Prestaciones de Servicios FAE-MINSAL
2018,3201,1,Dirección y Administración Institucional
2018,3201,2,Servicios Integrales en Salud
2018,3202,1,Dirección y Administración Institucional
2018,3202,2,Servicios Integrales en Salud
2018,3203,1,Dirección y Administración Institucional
2018,3203,2,Servicios Integrales en Salud
2018,3204,1,Dirección y Administración Institucional
2018,3204,2,Servicios Integrales en Salud
2018,3205,1,Dirección y Administración Institucional
2018,3205,2,Servicios Integrales en Salud
2018,3206,1,Dirección y Administración Institucional
2018,3206,2,Servicios Integrales en Salud
2018,3207,1,Dirección y Administración Institucional
2018,3207,2,Servicios Integrales en Salud
2018,3208,1,Dirección y Administración Institucional
2018,3208,2,Servicios Integrales en Salud
2018,3209,1,Dirección y Administración Institucional
2018,3209,2,Servicios Integrales en Salud
2018,3210,1,Dirección y Administración Institucional
2018,3210,2,Servicios Integrales en Salud
2018,3211,1,Dirección y Administración Institucional
2018,3211,2,Servicios Integrales en Salud
2018,3212,1,Dirección y Administración Institucional
2018,3212,2,Servicios Integrales en Salud
2018,3213,1,Dirección y Administración Institucional
2018,3213,2,Servicios Integrales en Salud
2018,3214,1,Dirección y Administración Institucional
2018,3214,2,Servicios Integrales en Salud
2018,3215,1,Dirección y Administración Institucional
2018,3215,2,Servicios Integrales en Salud
2018,3216,1,Dirección y Administración Institucional
2018,3216,2,Servicios Integrales en Salud
2018,3217,1,Dirección y Administración Institucional
2018,3217,2,Servicios Integrales en Salud
2018,3218,1,Dirección y Administración Institucional
2018,3218,2,Servicios Integrales en Salud
2018,3219,1,Dirección y Administración Institucional
2018,3219,2,Servicios Integrales en Salud
2018,3220,1,Dirección y Administración Institucional
2018,3220,2,Servicios Integrales en Salud
2018,3221,1,Dirección y Administración Institucional
2018,3221,2,Servicios Integrales en Salud
2018,3222,1,Dirección y Administración Institucional
2018,3222,2,Servicios Integrales en Salud
2018,3223,1,Dirección y Administración Institucional
2018,3223,2,Servicios Integrales en Salud
2018,3224,1,Dirección y Administración Institucional
2018,3224,2,Servicios Integrales en Salud
2018,3225,1,Dirección y Administración Institucional
2018,3225,2,Servicios Integrales en Salud
2018,3226,1,Dirección y Administración Institucional
2018,3226,2,Servicios Integrales en Salud
2018,3227,1,Dirección y Administración Institucional
2018,3227,2,Servicios Integrales en Salud
2018,3228,1,Dirección y Administración Institucional
2018,3228,2,Servicios Integrales en Salud
2018,3229,1,Dirección y Administración Institucional
2018,3229,2,Servicios Integrales en Salud
2018,3230,1,Dirección y Administración Institucional
2018,3230,2,Servicios Integrales en Salud
2018,3231,1,Dirección y Administración Institucional
2018,3231,2,Vigilancia de los Servicios de Salud
2018,3232,1,Dirección y Administración Institucional
2018,3232,2,Servicios Integrales en Salud
2018,3233,1,Atención Integral al Anciano Indigente
2018,3233,41,Hogar de Ancianos Narcisa Castillo
2018,3234,1,Dirección y  Administración Institucional
2018,3234,2,Servicios de Primeros Auxilios de Salud
2018,3235,1,Dirección y Administración Institucional
2018,3235,2,Gestión de Programas Especiales e Integrales de Salud
2018,3235,41,Fortalecimiento en la Implementación del Convenio Marco para el Control del Tabaco
2018,3236,1,Dirección y Administración Institucional
2018,3236,2,"Autorización, Registro y Control de Medicamentos"
2018,3300,1,Dirección y Administración Institucional
2018,3300,2,Servicios Laborales
2018,3300,3,Programa Ciudad Mujer
2018,3300,4,Apoyo a Instituciones Adscritas y Otras Entidades
2018,3300,5,"Programa Nacional de Empleo y Empleabilidad, Jóvenes con Todo"
2018,3300,6,Infraestructura Física
2018,3302,1,Dirección y Administración Institucional
2018,3302,2,Formación Profesional
2018,3302,3,Investigación y Estudios
2018,3302,4,Información y Comunicación Institucional
2018,3302,5,Evaluación y Control
2018,3302,6,Programa Ciudad Mujer
2018,3302,7,Infraestructura y Equipamiento
2018,3303,1,Dirección y Administración Institucional
2018,3303,2,Coordinación y Administración Región Occidental
2018,3303,3,Coordinación y Administración Región Oriental
2018,3303,4,Atención Ambulatoria de Salud
2018,3303,5,Atención Hospitalaria de Salud
2018,3303,6,Atención Hospitalaria Policlínico Roma
2018,3303,7,Atención Hospitalaria Amatepec
2018,3303,8,Atención Hospitalaria Médico Quirúrgico y Oncológico
2018,3303,9,Atención Hospitalaria Materno Infantil 1º de Mayo
2018,3303,10,Atención Hospitalaria General
2018,3303,11,Prestaciones Económicas
2018,3303,12,Preinversión
2018,3303,13,Desarrollo de la Infraestructura
2018,3303,14,Inversión Financiera
2018,3303,15,Unidad de Pensiones
2018,3304,1,Dirección y Administración
2018,3304,2,Rehabilitación a Beneficiarios
2018,3304,3,Gestión de Créditos
2018,4100,1,Dirección y Administración Institucional
2018,4100,2,Política Comercial y Administración de Tratados
2018,4100,3,"Comercio, Inversión y Productividad"
2018,4100,4,Hidrocarburos y Minas
2018,4100,5,Vigilancia de las Obligaciones Mercantiles
2018,4100,6,Estadística y Censos
2018,4100,7,Apoyo a Instituciones Adscritas
2018,4100,8,Apoyo a Otras Entidades
2018,4100,9,Programa de Apoyo al Desarrollo Productivo para la Inserción Internacional
2018,4100,10,Programa de Corredores Productivos
2018,4100,81,Comercialización de Productos y Servicios de Etadísticas y Censos
2018,4101,1,Ferias y Exposiciones
2018,4103,1,Regulación y Vigilancia del Ejercicio de la Profesión de Contaduría
2018,4109,1,Regulación y Supervisión de Actividades de Electricidad y Telecomunicaciones
2018,4112,1,Dirección y Administración Institucional
2018,4112,2,Gestión Administrativa y Operativa de Puerto CORSAIN
2018,4114,1,Dirección y Administración Institucional
2018,4114,2,Servicios de Registro de la Propiedad Raíz e Hipotecas
2018,4114,3,Servicios del Registro de Comercio
2018,4114,4,"Servicios Cartográficos, Geográficos y Catastrales"
2018,4114,5,Modernización del Registro Inmobiliario y del Catastro
2018,4114,6,Servicios de la Deuda
2018,4114,7,Servicios de Registro de la Propiedad Intelectual
2018,4114,8,Servicios del Registro de Garantias Mobiliarias
2018,4116,1,Dirección y Administración Institucional
2018,4116,2,Servicios Técnicos y Legales
2018,4117,1,Eficiencia Económica de los Mercados
2018,4118,1,Dirección y Administración Institucional
2018,4118,2,Gestión Operativa Institucional
2018,4119,1,Política Energética Nacional
2018,4120,1,Dirección y Administración Institucional
2018,4120,2,Apoyo al Desarrollo del Sistema Nacional de Calidad
2018,4121,1,Fortalecimiento Cooperativo
2018,4200,1,Dirección y Administración Institucional
2018,4200,2,Economía Agropecuaria
2018,4200,3,Sanidad Vegetal
2018,4200,4,"Ordenamiento Forestal, Cuencas y Riego"
2018,4200,5,Desarrollo de la Pesca y la Acuicultura
2018,4200,6,Apoyo a Instituciones Adscritas
2018,4200,7,Desarrollo Rural
2018,4200,8,Desarrollo Ganadero
2018,4200,9,Programa Ciudad Mujer
2018,4200,10,Plan de Agricultura Familiar y Emprendedurismo Rural
2018,4200,81,FAE Dirección General de Sanidad Vegetal y Animal
2018,4200,82,"FAE Dirección General de Ordenamiento Forestal, Cuencas y Riego"
2018,4200,83,FAE Programa Nacional del Bambú
2018,4200,84,FAE Centro de Desarrollo de la Pesca y la Acuícultura
2018,4200,85,FAE Oficina de Comunicaciones
2018,4201,1,Dirección y Administración Institucional
2018,4201,2,Seguridad Jurídica Sobre la Transferencia de Tierras en el Sector Agropecuario Reformado
2018,4202,1,Dirección y Administración Institucional
2018,4202,2,Investigación y Transferencia Tecnológica
2018,4202,3,Desarrollo Productivo Agropecuario
2018,4203,1,Dirección y Administración Institucional
2018,4203,2,Enseñanza e Investigación Agropecuaria
2018,4206,1,Dirección y  Administración  Institucional
2018,4206,2,"Servicios de  Exportación, Control de Calidad y Escuela de Café"
2018,4206,61,Recursos de Carácter Extraordinario (PERE)
2018,4300,1,Dirección y Administración Institucional
2018,4300,2,Obras Públicas
2018,4300,3,Vivienda y Desarrollo Urbano
2018,4300,4,Transporte
2018,4300,5,Apoyo a Instituciones Adscritas y Otras Entidades
2018,4300,6,Apoyo a Instituciones Adscritas y Otras Entidades relacionadas con el Sector Vivienda
2018,4300,7,Programa de Apoyo a Comunidades Solidarias - PACSES
2018,4300,8,Programa de Desarrollo Social Integral de El Mozote y lugares aledaños- Viceministerio de Vivienda
2018,4300,81,FONDO DE ACTIVIDADES ESPECIALES (FAE)
2018,4301,1,Dirección y Administración Institucional
2018,4301,2,Servicio de la Deuda
2018,4301,3,Comercialización
2018,4301,4,"Producción, Distribución y Saneamiento"
2018,4301,5,Inversión
2018,4304,1,"Normalización, Regulación y Vigilancia del Transporte Aéreo"
2018,4305,1,DIRECCIÓN Y ADMINISTRACIÓN
2018,4305,2,PROGRAMA DE CRÉDITOS
2018,4305,3,SERVICIO DE LA DEUDA Y OTRAS TRANSFERENCIAS
2018,4305,4,INVERSIONES
2018,4305,5,FONDO ESPECIAL DE CONTRIBUCIONES
2018,4306,1,Dirección y Administración Institucional
2018,4306,2,Conservación de la Red Vial
2018,4306,3,Servicio a la Deuda
2018,4306,4,Conservación de la Red Vial-Titularización
2018,4400,1,Dirección y Administración Institucional
2018,4400,2,Manejo Sostenible de los Recursos Naturales
2018,4400,3,Apoyo a Otras Entidades
2018,4400,4,Programas y Proyectos de Medio Ambiente
