Año,Oficina,Nombre de la oficina,Nivel,Clasificador,2. Propuesto,3. Aprobado,4. Modificado,5. Devengado
2013,4133,CONSEJO DE VIGILANCIA LA PROF. CONTAD.PUBLICA Y AUD (CVPCPA),Descentralizadas,,,269295.0,300510.0,272247.47
2013,4147,FONDO DE EMERGENCIA PARA EL CAFE (FEC),Descentralizadas,,,7813677.0,7813677.0,4465961.39
2013,4154,COMISION NACIONAL DE LA MICRO Y PEQUEÑA EMPRESA (CONAMYPE),Descentralizadas,,,5721294.3,9163176.8,7096279.03
2013,4200,RAMO DE AGRICULTURA Y GANADERIA,Gobierno central,,,81400328.83,108450651.36,73018784.03
2013,4202,CENTRO NAC. DE TECNOLOGIA AGROPECUARIA Y FORESTAL (CENTA),Descentralizadas,,,19205982.59,19432382.59,14448852.82
2013,4203,ESCUELA NACIONAL DE AGRICULTURA (ENA),Descentralizadas,,,3205675.0,3413375.0,3062037.7
2013,4231,INSTITUTO SALVADORE¥O DE TRANSFORMACION AGRARIA (ISTA),Descentralizadas,,,16162711.4,16162711.4,19533519.3
2013,4300,"RAMO DE OBRAS PUBLICAS, TRANSPORTE y VIVIENDA Y DESARR URB",Gobierno central,,,286176114.0,338461184.17,290095422.95
2013,4301,ADMINISTRACION NAC. DE ACUEDUCTOS Y ALCANTARILLADOS (ANDA),Descentralizadas,,,129470465.0,150384804.33,136430519.06
2013,4302,FONDO SOCIAL PARA LA VIVIENDA (FSV),Descentralizadas,,,161892045.0,161892045.0,145266745.41
2013,4303,COMISION EJECUTIVA PORTUARIA AUTONOMA (CEPA),Descentralizadas,,,88461815.0,149088486.46,109564218.35
2013,4304,AUTORIDAD DE AVIACION CIVIL (AAC),Descentralizadas,,,3008450.0,3008450.0,2445639.51
2013,4305,FONDO NACIONAL DE VIVIENDA POPULAR  (FONAVIPO),Descentralizadas,,,114794632.4,123812997.86,114030251.84
2013,4306,FONDO DE CONSERVACION VIAL (FOVIAL),Descentralizadas,,,91212470.0,205386954.6,132811370.16
2013,4307,AUTORIDAD MARITIMA PORTUARIA (AMP),Descentralizadas,,,2425400.0,2425400.0,2164218.6
2013,4400,RAMO DE MEDIO AMBIENTE Y RECURSOS NATURALES,Gobierno central,,,22045517.7,25715753.7,17723293.75
2013,4401,FONDO AMBIENTAL DE EL SALVADOR (FONAES),Descentralizadas,,,2156355.0,2172505.66,1815136.36
2013,4600,RAMO DE TURISMO,Gobierno central,,,19088035.0,18771467.0,15309616.75
2013,4601,INSTITUTO SALVADOREÑO DE TURISMO  (ISTU),Descentralizadas,,,7285125.0,7282442.0,5447714.76
2013,4602,CORPORACION SALVADOREÑA DE TURISMO  (CORSATUR),Descentralizadas,,,13039200.0,13028076.0,11319550.43
2013,5101,OBLIGACIONES Y TRANSFERENCIAS GENERALES DEL ESTADO,Descentralizadas,,,616909190.0,674439882.0,640548572.69
2013,5201,DIRECCION GENERAL DE CREDITO PUBLICO,Descentralizadas,,,749500000.0,769125862.0,769125858.36
2014,0100,ASAMBLEA LEGISLATIVA,Gobierno central,,,58501220.0,58501220.0,57205374.27
2014,0200,CORTE DE CUENTAS DE LA REPUBLICA,Gobierno central,,,37400000.0,37400000.0,36380811.35
2014,0300,TRIBUNAL SUPREMO ELECTORAL,Gobierno central,,,32230690.0,26150075.1,25971146.33
2014,0301,REGISTRO NACIONAL DE LAS PERSONAS NATURALES  (RNPN),Descentralizadas,,,13300965.0,15127687.0,15330142.06
2014,0400,TRIBUNAL DE SERVICIO CIVIL,Gobierno central,,,864976.0,864976.0,792743.16
2014,0500,PRESIDENCIA DE LA REPUBLICA,Gobierno central,,,124001957.46,133132863.12,126942577.21
2014,0501,INSTITUTO NACIONAL DE LOS DEPORTES DE EL SALVADOR (INDES),Descentralizadas,,,12312893.0,13123293.0,12974655.57
2014,0504,INSTITUTO SALVADORE¥O P EL DESARROLLO DE LA MUJER (ISDEMU),Descentralizadas,,,6800072.66,6559718.66,6621122.34
2014,0535,FONDO DE INV.SOCIAL P EL DESARROLLO LOCAL DE E.S.(FISDL),Descentralizadas,,,95951305.0,119328595.8,88705491.32
2014,0537,FONDO SOLIDARIO P  LA FAMILIA MICROEMPRESARIA (FOSOFAMILIA),Descentralizadas,,,4886338.0,3657893.97,3367798.23
2014,0551,COMISION NAC DE PROMOCION DE EXPORT E INVERSIONES (CONADEI),Descentralizadas,,,8377602.0,8077602.0,4765692.77
2014,0600,TRIBUNAL DE ÉTICA GUBERNAMENTAL,Gobierno central,,,2295165.0,2295165.0,2008599.85
2014,0650,INSTITUTO DE ACCESO A LA INFORMACION PUBLICA (IAIP),Descentralizadas,,,885565.0,885565.0,851818.8
2014,0700,RAMO DE HACIENDA,Gobierno central,,,84563686.0,89459087.0,82998159.53
2014,0701,LOTERIA NACIONAL DE BENEFICENCIA  (LNB),Descentralizadas,,,47345500.0,47345500.0,41450271.23
2014,0702,INSTITUTO NAC.DE PENSIONES DE LOS EMPLEADOS PUBLICOS (INPEP),Descentralizadas,,,272107335.0,272107335.0,259403317.18
2014,0704,FONDO SALVADORE¥O PARA ESTUDIOS DE PREINVERSION (FOSEP),Descentralizadas,,,11079590.0,11079590.0,4056877.26
2014,0800,MINSTERIO DE RELACIONES EXTERIORES,Gobierno central,,,44307590.0,45389562.0,42339886.76
2014,0900,RAMO DE LA DEFENSA NACIONAL,Gobierno central,,,157156200.0,163188010.0,160094739.41
2014,0901,INSTITUTO DE PREVISION SOCIAL DE LA FUERZA ARMADA (IPSFA),Descentralizadas,,,148061560.04,148061560.04,98376097.39
2014,0902,CENTRO FARMACEUTICO DE LA FUERZA ARMADA (CEFAFA),Descentralizadas,,,16514000.0,15012915.0,11376871.07
2014,1500,CONSEJO NACIONAL DE LA JUDICATURA,Gobierno central,,,5882220.0,5882220.0,5849040.79
2014,1600,CORTE SUPREMA DE JUSTICIA,Gobierno central,,,254164111.34,252005351.34,217219459.81
2014,1601,CAJA MUTUAL DEL ABOGADO DE EL SALVADOR (CAMUDASAL),Descentralizadas,,,1516386.0,1817376.76,1476660.24
2014,1700,FISCALIA GENERAL DE LA REPUBLICA,Gobierno central,,,46020388.64,52766548.89,52748571.19
2014,1800,PROCURADURIA GENERAL DE LA REPUBLICA,Gobierno central,,,24308817.0,25144130.0,25114680.2
2014,1900,PROCURADURIA PARA LA DEFENSA DE LOS DERECHOS HUMANOS,Gobierno central,,,9117430.0,9117430.0,8813997.22
2014,2300,RAMO DE GOBERNACION,Gobierno central,,,31629360.0,31653134.5,30731691.42
2014,2303,INSTITUTO SALVADORE¥O DE DESARROLLO MUNICIPAL (ISDEM),Descentralizadas,,,338164290.0,338164290.0,337541222.98
2014,2400,RAMO DE SEGURIDAD PUBLICA Y JUSTICIA,Gobierno central,,,372628028.16,397347521.7,371817733.02
2014,2401,ACADEMIA NACIONAL DE SEGURIDAD PUBLICA   (ANSP),Descentralizadas,,,12142505.0,10269100.0,10172546.43
2014,2402,UNIDAD TECNICA EJECUTIVA DEL SECTOR JUSTICIA  (UTE),Descentralizadas,,,5505551.0,5321091.0,4732615.47
2014,2403,CONSEJO NACIONAL DE ADMINISTRACION DE BIENES (CONAB),Descentralizadas,,,166730.0,166730.0,6630.51
2014,3100,RAMO DE EDUCACION,Gobierno central,,,885438370.0,891475087.85,881158903.0
2014,3105,CAJA MUTUAL DE LOS EMPLEADOS DEL MINISTERIO DE EDUCACION,Descentralizadas,,,8815675.0,8815675.0,7473973.21
2014,3106,INST.SALV. P EL DESARR.INTEG DE LA NIÑEZ Y ADOLESC   (ISNA),Descentralizadas,,,17306035.0,17646788.0,17665112.68
2014,3107,INSTITUTO SALVADOREÑO DE BIENESTAR MAGISTERIAL - ISBM,Descentralizadas,,,54223630.0,66087939.85,54409949.64
2014,3108,CONSEJO NACIONAL DE LA NIÑEZ Y ADOLESCENCIA (CONNA),Descentralizadas,,,6405865.0,6065112.0,5390662.51
2014,3131,UNIVERSIDAD DE EL SALVADOR (UES),Descentralizadas,,,98904915.0,106114835.19,62074813.04
2014,3200,RAMO DE SALUD PUBLICA,Gobierno central,,,594285851.23,608260521.46,573290453.47
2014,3201,HOSPITAL NACIONAL ROSALES,Descentralizadas,,,43994430.0,40308581.0,40226570.65
2014,3202,HOSPITAL NACIONAL BENJAMIN BLOOM,Descentralizadas,,,28780080.0,26942237.0,26878490.24
2014,3203,"HOSPITAL NACIONAL DE MATERNIDAD DR. RAUL ARGUELLO ESCOLAN""",Descentralizadas,,,15780545.0,14806340.0,14773699.33
2014,3204,"HOSPITAL NACIONAL PSIQUIATRICO DR.JOSE MOLINA MARTINEZ""",Descentralizadas,,,11404850.0,10279055.0,10159670.12
2014,3205,"HOSPITAL NACIONAL DE NEUMOLOGIA DR. JOSE ANTONIO ZALDAÑA""",Descentralizadas,,,7983785.0,7844212.0,7736907.15
2014,3206,"HOSPITAL NACIONAL SAN JUAN DE DIOS"",  SANTA ANA""",Descentralizadas,,,21861800.0,20514462.0,20474541.97
2014,3207,"HOSPITAL NACIONAL FRANCISCO MENENDEZ"", AHUACHAPAN""",Descentralizadas,,,7136260.0,6960475.0,6667967.87
2014,3208,"HOSPITAL NACIONALDR.JORGE MAZZINI VILLACORTA"", SONSONATE""",Descentralizadas,,,9634275.0,9245125.0,9209705.23
2014,3209,"HOSPITAL NACIONAL DR.LUIS EDMUNDO VASQUEZ"", CHALATENANGO""",Descentralizadas,,,5254010.0,4951131.0,4944812.46
2014,3210,"HOSPITAL NACIONAL SAN RAFAEL"", SANTA TECLA""",Descentralizadas,,,14932725.0,14459679.0,14394955.58
2014,3211,"HOSPITAL NACIONAL SANTA GERTRUDIS"", SAN VICENTE""",Descentralizadas,,,8764465.0,8033645.0,7864616.89
2014,3212,"HOSPITAL NACIONAL SANTA TERESA"", ZACATECOLUCA""",Descentralizadas,,,7974505.0,7934759.0,7917876.01
2014,3213,"HOSPITAL NACIONAL SAN JUAN DE DIOS"", SAN MIGUEL""",Descentralizadas,,,22384340.0,19732600.0,19182359.92
2014,3214,"HOSPITAL NACIONAL SAN PEDRO"", USULUTAN""",Descentralizadas,,,8472960.0,7767720.0,7721315.82
2014,3215,"HOSPITAL NACIONAL DR.JUAN JOSE FERNANDEZ"", DE ZACAMIL""",Descentralizadas,,,13831340.0,13864865.0,13716853.89
2014,3216,"HOSPITAL NACIONAL ENFERM ANGELICA V NAJARRO"", SAN BARTOLO""",Descentralizadas,,,5960420.0,5695318.0,5640262.45
2014,3217,HOSPITAL NACIONAL DE COJUTEPEQUE,Descentralizadas,,,5216765.0,5047464.0,5025702.15
2014,3218,HOSPITAL NACIONAL DE LA UNION,Descentralizadas,,,2889505.0,2659740.0,2646371.19
2014,3219,HOSPITAL NACIONAL DE ILOBASCO,Descentralizadas,,,3429635.0,3279635.0,3238862.56
2014,3220,HOSPITAL NACIONAL DE NUEVA GUADALUPE,Descentralizadas,,,3261590.0,3125120.0,3117749.0
2014,3221,"HOSPITAL NACIONALMONS OSCAR ARNULFO ROMERO,CIUDAD BARRIOS""",Descentralizadas,,,2815050.0,2666330.0,2649505.29
2014,3222,HOSPITAL NACIONAL DE SENSUNTEPEQUE,Descentralizadas,,,2889750.0,2746453.0,2740904.69
2014,3223,HOSPITAL NACIONAL DE CHALCHUAPA,Descentralizadas,,,3455270.0,3299175.0,3296771.11
2014,3224,HOSPITAL NACIONAL DE METAPAN,Descentralizadas,,,2766180.0,2544290.0,2536519.43
2014,3225,HOSPITAL NACIONAL DE SAN FRANCISCO GOTERA,Descentralizadas,,,3901495.0,3561505.0,3522680.88
2014,3226,HOSPITAL NACIONAL DE SANTA ROSA DE LIMA,Descentralizadas,,,3627200.0,3261635.0,3232473.78
2014,3227,HOSPITAL NACIONAL DE  NUEVA CONCEPCIÓN,Descentralizadas,,,2868365.0,2681960.0,2650585.64
2014,3228,"HOSPITAL NACIONAL DR JORGE ARTURO MENA"", SANTIAGO DE MARIA""",Descentralizadas,,,3302185.0,3043400.0,2988885.57
2014,3229,HOSPITAL NACIONAL DE JIQUILISCO,Descentralizadas,,,3076275.0,2831865.0,2828052.9
2014,3230,HOSPITAL NACIONAL DE SUCHITOTO,Descentralizadas,,,1835740.0,1696230.0,1681010.27
2014,3231,CONSEJO SUPERIOR DE SALUD PUBLICA  (CSSP),Descentralizadas,,,1797390.0,2289555.0,1857904.06
2014,3232,INSTITUTO SALVADORE¥O DE REHABILITACION DE INVALIDOS (ISRI),Descentralizadas,,,11105740.0,11204237.41,11114633.64
2014,3233,"HOGAR DE ANCIANOS NARCISA CASTILLO"", SANTA ANA""",Descentralizadas,,,538665.0,577314.55,525853.43
2014,3234,CRUZ ROJA SALVADORE¥A,Descentralizadas,,,2955135.0,2982623.0,2143414.62
2014,3235,FONDO SOLIDARIO PARA LA SALUD (FOSALUD),Descentralizadas,,,41555000.0,41555000.0,40310804.87
2014,3266,DIRECCION NACIONAL DE MEDICAMENTOS (DNM),Descentralizadas,,,6468500.0,6468500.0,4655227.7
2014,3300,RAMO DE TRABAJO Y PREVISION SOCIAL,Gobierno central,,,16931810.0,16883230.0,15485562.93
2014,3301,INSTITUTO SALVADOREÑO DE FOMENTO COOPERATIVO (INSAFOCOOP),Descentralizadas,,,1320600.0,1320600.0,1286043.07
2014,3302,INSTITUTO SALV. DE FORMACION PROFESIONAL (INSAFORP),Descentralizadas,,,35103875.0,35604744.0,28216184.56
2014,3303,INSTITUTO SALVADORE¥O DEL SEGURO SOCIAL (ISSS),Descentralizadas,,,722392920.0,722392920.0,683331590.97
2014,3304,FDO PROTEC LISIADOS Y DISCAP.A CONSEC.DELCONFLICTO ARMADO,Descentralizadas,,,42580875.0,41319091.9,41288577.9
2014,4100,RAMO DE ECONOMIA,Gobierno central,,,138097350.0,151018491.83,146185199.66
2014,4101,CENTRO INTERNACIONAL DE FERIAS Y CONVENCIONES D E.S.- CIFCES,Descentralizadas,,,5490125.0,5490125.0,3787561.81
2014,4105,CONSEJO SALVADORE¥O DEL CAFE (CSC),Descentralizadas,,,1526780.0,1426780.0,1223294.27
2014,4106,COMISION EJECUTIVA HIDROELECTRICA DEL RIO LEMPA  (CEL),Descentralizadas,,,501112705.0,590691693.87,474325227.14
2014,4109,SUPERINTENDENCIA GRAL.DE ELECT. Y TELECOMUNICACIONES (SIGET),Descentralizadas,,,13347710.0,13347710.0,10763764.18
2014,4112,CORPORACION SALVADORE¥A DE INVERSIONES  (CORSAIN),Descentralizadas,,,11617571.0,13220153.0,4817106.04
2014,4114,CENTRO NACIONAL DE REGISTROS   (CNR),Descentralizadas,,,48591370.0,48591370.0,40316305.09
2014,4115,FONDO DE INVERSION NAC. EN ELECTRICIDAD Y TELEFONIA (FINET),Descentralizadas,,,89697107.24,179390558.74,178429857.24
2014,4116,CONSEJO SALV. DE LA AGROINDUSTRIA AZUCARERA (CONSAA),Descentralizadas,,,1543650.0,1543650.0,794695.97
2014,4117,SUPERINTENDENCIA DE COMPETENCIA  (SC),Descentralizadas,,,2153438.7,2123438.7,2069897.02
2014,4118,DEFENSORIA DEL CONSUMIDOR (DC),Descentralizadas,,,5639935.0,6336435.0,6202015.07
2014,4119,Consejo Nacional de Energía,Descentralizadas,,,2070131.08,2017841.08,2178404.76
2014,4120,CONSEJO NACIONAL DE CALIDAD (CNC),Descentralizadas,,,2335310.0,2335310.0,1615999.5
2014,4133,CONSEJO DE VIGILANCIA LA PROF. CONTAD.PUBLICA Y AUD (CVPCPA),Descentralizadas,,,276605.0,335285.0,302811.41
2014,4147,FONDO DE EMERGENCIA PARA EL CAFE (FEC),Descentralizadas,,,1575251.0,6918401.42,176913.32
2014,4154,COMISION NACIONAL DE LA MICRO Y PEQUEÑA EMPRESA (CONAMYPE),Descentralizadas,,,8787019.49,11047961.92,8704213.23
2014,4200,RAMO DE AGRICULTURA Y GANADERIA,Gobierno central,,,96623986.96,120231588.49,87916999.42
2014,4202,CENTRO NAC. DE TECNOLOGIA AGROPECUARIA Y FORESTAL (CENTA),Descentralizadas,,,11564291.86,12714729.86,14539778.04
2014,4203,ESCUELA NACIONAL DE AGRICULTURA (ENA),Descentralizadas,,,2971405.0,3232372.0,2909576.82
2014,4231,INSTITUTO SALVADORE¥O DE TRANSFORMACION AGRARIA (ISTA),Descentralizadas,,,10801542.48,10801542.48,15852765.16
2014,4300,"RAMO DE OBRAS PUBLICAS, TRANSPORTE y VIVIENDA Y DESARR URB",Gobierno central,,,275723521.0,288545373.78,249225433.39
2014,4301,ADMINISTRACION NAC. DE ACUEDUCTOS Y ALCANTARILLADOS (ANDA),Descentralizadas,,,120083090.0,132263103.24,126548178.75
2014,4302,FONDO SOCIAL PARA LA VIVIENDA (FSV),Descentralizadas,,,153971830.0,153971830.0,143060635.05
2014,4303,COMISION EJECUTIVA PORTUARIA AUTONOMA (CEPA),Descentralizadas,,,126387750.0,126387750.0,82239235.35
2014,4304,AUTORIDAD DE AVIACION CIVIL (AAC),Descentralizadas,,,3575315.0,3575315.0,2360030.97
2014,4305,FONDO NACIONAL DE VIVIENDA POPULAR  (FONAVIPO),Descentralizadas,,,66003630.0,45947672.11,38963216.34
2014,4306,FONDO DE CONSERVACION VIAL (FOVIAL),Descentralizadas,,,99096450.0,175703210.39,78212645.93
2014,4307,AUTORIDAD MARITIMA PORTUARIA (AMP),Descentralizadas,,,2582630.0,2582630.0,2122919.25
2014,4400,RAMO DE MEDIO AMBIENTE Y RECURSOS NATURALES,Gobierno central,,,24959185.0,25684870.0,15153484.82
2014,4401,FONDO AMBIENTAL DE EL SALVADOR (FONAES),Descentralizadas,,,2134290.52,2575300.52,786707.21
2014,4600,RAMO DE TURISMO,Gobierno central,,,19476713.0,19466208.0,18714623.56
2014,4601,INSTITUTO SALVADOREÑO DE TURISMO  (ISTU),Descentralizadas,,,8221800.0,8221800.0,8093305.38
2014,4602,CORPORACION SALVADOREÑA DE TURISMO  (CORSATUR),Descentralizadas,,,12589200.0,12589200.0,12132108.81
2014,5101,OBLIGACIONES Y TRANSFERENCIAS GENERALES DEL ESTADO,Descentralizadas,,,652395380.0,684667787.0,673014743.72
2014,5201,DIRECCION GENERAL DE CREDITO PUBLICO,Descentralizadas,,,803050170.0,1953062721.0,1953062718.52
2015,0100,ASAMBLEA LEGISLATIVA,Gobierno central,,,58501220.0,58501220.0,56533428.3
2015,0200,CORTE DE CUENTAS DE LA REPUBLICA,Gobierno central,,,37785170.0,37785170.0,35981294.27
2015,0300,TRIBUNAL SUPREMO ELECTORAL,Gobierno central,,,30064295.0,68649410.32,64605613.69
2015,0301,REGISTRO NACIONAL DE LAS PERSONAS NATURALES  (RNPN),Descentralizadas,,,15442600.0,15682600.0,15433732.05
2015,0400,TRIBUNAL DE SERVICIO CIVIL,Gobierno central,,,851545.0,851545.0,742862.56
2015,0500,PRESIDENCIA DE LA REPUBLICA,Gobierno central,,,137507943.31,151876917.31,139854397.6
2015,0501,INSTITUTO NACIONAL DE LOS DEPORTES DE EL SALVADOR (INDES),Descentralizadas,,,12839165.0,13554750.0,12868696.91
2015,0504,INSTITUTO SALVADORE¥O P EL DESARROLLO DE LA MUJER (ISDEMU),Descentralizadas,,,6354066.42,6354066.42,5878472.55
2015,0535,FONDO DE INV.SOCIAL P EL DESARROLLO LOCAL DE E.S.(FISDL),Descentralizadas,,,87106530.0,107384170.0,84563358.74
2015,0537,FONDO SOLIDARIO P  LA FAMILIA MICROEMPRESARIA (FOSOFAMILIA),Descentralizadas,,,4365928.0,3085957.17,2947712.49
2015,0551,COMISION NAC DE PROMOCION DE EXPORT E INVERSIONES (CONADEI),Descentralizadas,,,7452550.0,7452550.0,4675171.95
2015,0600,TRIBUNAL DE ÉTICA GUBERNAMENTAL,Gobierno central,,,2257845.0,2257845.0,2006755.97
2015,0650,INSTITUTO DE ACCESO A LA INFORMACION PUBLICA (IAIP),Descentralizadas,,,1352195.0,1352195.0,1221048.36
2015,0700,RAMO DE HACIENDA,Gobierno central,,,101955174.0,99681280.0,90598793.74
2015,0701,LOTERIA NACIONAL DE BENEFICENCIA  (LNB),Descentralizadas,,,47345500.0,47345500.0,42618985.32
2015,0702,INSTITUTO NAC.DE PENSIONES DE LOS EMPLEADOS PUBLICOS (INPEP),Descentralizadas,,,286375715.0,286375715.0,269444884.62
2015,0704,FONDO SALVADORE¥O PARA ESTUDIOS DE PREINVERSION (FOSEP),Descentralizadas,,,11079590.0,11079590.0,9841626.72
2015,0800,MINSTERIO DE RELACIONES EXTERIORES,Gobierno central,,,44321106.0,45427558.0,45018950.1
2015,0900,RAMO DE LA DEFENSA NACIONAL,Gobierno central,,,156171885.0,169701885.0,166701469.61
2015,0901,INSTITUTO DE PREVISION SOCIAL DE LA FUERZA ARMADA (IPSFA),Descentralizadas,,,141842205.0,141842205.0,91924904.98
2015,0902,CENTRO FARMACEUTICO DE LA FUERZA ARMADA (CEFAFA),Descentralizadas,,,14756600.0,14756600.0,13627058.79
2015,1500,CONSEJO NACIONAL DE LA JUDICATURA,Gobierno central,,,6305515.0,6305515.0,5995246.22
2015,1600,CORTE SUPREMA DE JUSTICIA,Gobierno central,,,264850587.3,262761724.3,239656360.52
2015,1601,CAJA MUTUAL DEL ABOGADO DE EL SALVADOR (CAMUDASAL),Descentralizadas,,,1391202.0,1492485.82,1199566.98
2015,1700,FISCALIA GENERAL DE LA REPUBLICA,Gobierno central,,,44686045.0,62251586.0,48986817.76
2015,1800,PROCURADURIA GENERAL DE LA REPUBLICA,Gobierno central,,,24733505.0,25173505.0,25179563.93
2015,1900,PROCURADURIA PARA LA DEFENSA DE LOS DERECHOS HUMANOS,Gobierno central,,,9510735.0,9510735.0,9169438.3
2015,2300,RAMO DE GOBERNACION,Gobierno central,,,33776040.0,35042085.35,32718541.18
2015,2303,INSTITUTO SALVADORE¥O DE DESARROLLO MUNICIPAL (ISDEM),Descentralizadas,,,351738710.0,351738710.0,351212292.09
2015,2400,RAMO DE SEGURIDAD PUBLICA Y JUSTICIA,Gobierno central,,,443652743.0,469083410.0,453175572.17
2015,2401,ACADEMIA NACIONAL DE SEGURIDAD PUBLICA   (ANSP),Descentralizadas,,,12156095.0,11108500.0,11055614.37
2015,2402,UNIDAD TECNICA EJECUTIVA DEL SECTOR JUSTICIA  (UTE),Descentralizadas,,,4891710.0,4774955.0,4992957.53
2015,2403,CONSEJO NACIONAL DE ADMINISTRACION DE BIENES (CONAB),Descentralizadas,,,971960.0,675100.0,461183.21
2015,3100,RAMO DE EDUCACION,Gobierno central,,,926166536.49,941286769.61,933155148.63
2015,3105,CAJA MUTUAL DE LOS EMPLEADOS DEL MINISTERIO DE EDUCACION,Descentralizadas,,,9748395.0,9748395.0,8064739.09
2015,3106,INST.SALV. P EL DESARR.INTEG DE LA NIÑEZ Y ADOLESC   (ISNA),Descentralizadas,,,19268827.65,20268827.65,19917044.14
2015,3107,INSTITUTO SALVADOREÑO DE BIENESTAR MAGISTERIAL - ISBM,Descentralizadas,,,52816775.0,65433106.26,62074854.92
2015,3108,CONSEJO NACIONAL DE LA NIÑEZ Y ADOLESCENCIA (CONNA),Descentralizadas,,,6417930.0,6417930.0,5835780.82
2015,3131,UNIVERSIDAD DE EL SALVADOR (UES),Descentralizadas,,,103647260.0,110304798.34,60172084.53
2015,3200,RAMO DE SALUD PUBLICA,Gobierno central,,,624598187.26,632577842.41,596202513.29
2015,3201,HOSPITAL NACIONAL ROSALES,Descentralizadas,,,46001815.0,42029645.0,41641077.47
2015,3202,HOSPITAL NACIONAL BENJAMIN BLOOM,Descentralizadas,,,30755310.0,29485870.0,29401828.7
2015,3203,"HOSPITAL NACIONAL DE MATERNIDAD DR. RAUL ARGUELLO ESCOLAN""",Descentralizadas,,,17213955.0,17372871.0,17354083.7
2015,3204,"HOSPITAL NACIONAL PSIQUIATRICO DR.JOSE MOLINA MARTINEZ""",Descentralizadas,,,12031620.0,10940480.0,10711404.55
2015,3205,"HOSPITAL NACIONAL DE NEUMOLOGIA DR. JOSE ANTONIO ZALDAÑA""",Descentralizadas,,,8428775.0,8417340.0,8375018.85
2015,3206,"HOSPITAL NACIONAL SAN JUAN DE DIOS"",  SANTA ANA""",Descentralizadas,,,22949640.0,22708252.0,22282024.41
2015,3207,"HOSPITAL NACIONAL FRANCISCO MENENDEZ"", AHUACHAPAN""",Descentralizadas,,,7588055.0,7607480.0,7560014.2
2015,3208,"HOSPITAL NACIONALDR.JORGE MAZZINI VILLACORTA"", SONSONATE""",Descentralizadas,,,10169815.0,10257575.0,10232920.5
2015,3209,"HOSPITAL NACIONAL DR.LUIS EDMUNDO VASQUEZ"", CHALATENANGO""",Descentralizadas,,,5543095.0,5275335.0,5269525.91
2015,3210,"HOSPITAL NACIONAL SAN RAFAEL"", SANTA TECLA""",Descentralizadas,,,15668650.0,15515515.0,15402859.0
2015,3211,"HOSPITAL NACIONAL SANTA GERTRUDIS"", SAN VICENTE""",Descentralizadas,,,9287605.0,8872031.0,8380777.86
2015,3212,"HOSPITAL NACIONAL SANTA TERESA"", ZACATECOLUCA""",Descentralizadas,,,8582525.0,8626625.0,8593992.66
2015,3213,"HOSPITAL NACIONAL SAN JUAN DE DIOS"", SAN MIGUEL""",Descentralizadas,,,23459030.0,22987142.0,22703287.28
2015,3214,"HOSPITAL NACIONAL SAN PEDRO"", USULUTAN""",Descentralizadas,,,8992705.0,8562485.0,8538253.58
2015,3215,"HOSPITAL NACIONAL DR.JUAN JOSE FERNANDEZ"", DE ZACAMIL""",Descentralizadas,,,14658890.0,14460977.0,14365143.25
2015,3216,"HOSPITAL NACIONAL ENFERM ANGELICA V NAJARRO"", SAN BARTOLO""",Descentralizadas,,,6253085.0,6026702.0,6013748.65
2015,3217,HOSPITAL NACIONAL DE COJUTEPEQUE,Descentralizadas,,,5168575.0,5093469.0,5070641.35
2015,3218,HOSPITAL NACIONAL DE LA UNION,Descentralizadas,,,3106310.0,3175031.0,3130730.75
2015,3219,HOSPITAL NACIONAL DE ILOBASCO,Descentralizadas,,,3612470.0,3495759.0,3458757.63
2015,3220,HOSPITAL NACIONAL DE NUEVA GUADALUPE,Descentralizadas,,,3408815.0,3372345.0,3368223.28
2015,3221,"HOSPITAL NACIONALMONS OSCAR ARNULFO ROMERO,CIUDAD BARRIOS""",Descentralizadas,,,3005095.0,2931685.0,2894117.68
2015,3222,HOSPITAL NACIONAL DE SENSUNTEPEQUE,Descentralizadas,,,3061470.0,3023373.0,3003087.82
2015,3223,HOSPITAL NACIONAL DE CHALCHUAPA,Descentralizadas,,,3662575.0,3583083.0,3575795.5
2015,3224,HOSPITAL NACIONAL DE METAPAN,Descentralizadas,,,2910660.0,2791732.0,2782834.91
2015,3225,HOSPITAL NACIONAL DE SAN FRANCISCO GOTERA,Descentralizadas,,,4068140.0,3828140.0,3801967.07
2015,3226,HOSPITAL NACIONAL DE SANTA ROSA DE LIMA,Descentralizadas,,,3816150.0,3694650.0,3662860.1
2015,3227,HOSPITAL NACIONAL DE  NUEVA CONCEPCIÓN,Descentralizadas,,,3032355.0,3039740.0,2976169.26
2015,3228,"HOSPITAL NACIONAL DR JORGE ARTURO MENA"", SANTIAGO DE MARIA""",Descentralizadas,,,3479090.0,3361740.0,3300549.46
2015,3229,HOSPITAL NACIONAL DE JIQUILISCO,Descentralizadas,,,3252405.0,3146075.0,3142318.78
2015,3230,HOSPITAL NACIONAL DE SUCHITOTO,Descentralizadas,,,1942310.0,1910310.0,1870517.58
2015,3231,CONSEJO SUPERIOR DE SALUD PUBLICA  (CSSP),Descentralizadas,,,2289555.0,2299055.0,1988231.27
2015,3232,INSTITUTO SALVADORE¥O DE REHABILITACION DE INVALIDOS (ISRI),Descentralizadas,,,11843655.0,11908090.67,11839578.3
2015,3233,"HOGAR DE ANCIANOS NARCISA CASTILLO"", SANTA ANA""",Descentralizadas,,,509815.0,716415.0,700127.5
